"Region Code","Timestamp (Hour Ending)","Demand (MWh)","Demand Forecast (MWh)","Net Generation (MWh)","Total Interchange (MWh)"
US48,"10/9/2023 5 a.m. EDT",345235.64,349361.68,340004.64,106
US48,"10/9/2023 6 a.m. EDT",353919.51,362019.1,348572.51,-109
US48,"10/9/2023 7 a.m. EDT",373525.98,380155.21,368292.97,-51
US48,"10/9/2023 8 a.m. EDT",394306.96,396788.29,389189.95,-959
US48,"10/9/2023 9 a.m. EDT",406670.59,406682.36,402317.58,-781
US48,"10/9/2023 10 a.m. EDT",414143.25,413124.63,410748.24,-612
US48,"10/9/2023 11 a.m. EDT",418590.69,418129.67,416078.68,154
US48,"10/9/2023 12 p.m. EDT",423413.92,422727.96,421767.91,-140
US48,"10/9/2023 1 p.m. EDT",429185.75,427237.49,426558.74,863
US48,"10/9/2023 2 p.m. EDT",435130.13,432857.66,431174.12,240
US48,"10/9/2023 3 p.m. EDT",441008.24,439225.65,438146.23,-150
US48,"10/9/2023 4 p.m. EDT",448472.3,446651.87,445110.3,-126
US48,"10/9/2023 5 p.m. EDT",457498.26,456679.94,453964.25,190
US48,"10/9/2023 6 p.m. EDT",463990.74,464510.76,460507.74,-221
US48,"10/9/2023 7 p.m. EDT",472560.08,469407.25,468963.08,-172
US48,"10/9/2023 8 p.m. EDT",474217.18,470984.17,469794.18,-1373
US48,"10/9/2023 9 p.m. EDT",469927.9,464843.37,465085.9,-1148
US48,"10/9/2023 10 p.m. EDT",455308.35,449706.59,449913.35,-873
US48,"10/9/2023 11 p.m. EDT",434577.89,429167.29,429225.89,31
US48,"10/10/2023 12 a.m. EDT",412469.77,407005.15,407593.77,1481
US48,"10/10/2023 1 a.m. EDT",392515.75,386180.07,387675.75,1315
US48,"10/10/2023 2 a.m. EDT",376659.27,369881.82,371918.27,1418
US48,"10/10/2023 3 a.m. EDT",365339.95,356387.2,360194.95,1388
US48,"10/10/2023 4 a.m. EDT",358788.27,353720.62,354495.27,1818
