"Region Code","Timestamp (Hour Ending)","Demand (MWh)","Demand Forecast (MWh)","Net Generation (MWh)","Total Interchange (MWh)"
US48,"9/10/2023 8 p.m. EDT",577147.58,568785.08,573977.58,-2181
US48,"9/10/2023 9 p.m. EDT",567381.56,556623.26,564832.56,-1358
US48,"9/10/2023 10 p.m. EDT",547164.93,535241.4,542182.93,-1684
US48,"9/10/2023 11 p.m. EDT",519550.77,507884.34,512708.77,-1608
US48,"9/11/2023 12 a.m. EDT",490050.75,478419.88,482806.75,-743
US48,"9/11/2023 1 a.m. EDT",461830.91,452120.74,455423.91,950
US48,"9/11/2023 2 a.m. EDT",438312.5,432069.41,432691.5,1596
US48,"9/11/2023 3 a.m. EDT",420850.13,414336.7,415297.13,1349
US48,"9/11/2023 4 a.m. EDT",409154.18,403810.13,404157.18,1806
US48,"9/11/2023 5 a.m. EDT",404747.04,402330.78,399322.04,1171
US48,"9/11/2023 6 a.m. EDT",410527.79,411417.33,406580.79,1364
US48,"9/11/2023 7 a.m. EDT",427980.53,428411.63,423022.53,701
US48,"9/11/2023 8 a.m. EDT",443790.62,444353.58,438205.62,-255
US48,"9/11/2023 9 a.m. EDT",458938.88,460160.27,454263.88,-453
US48,"9/11/2023 10 a.m. EDT",476329.06,479785.5,472941.06,-302
US48,"9/11/2023 11 a.m. EDT",497673.96,501884.41,494171.96,-334
US48,"9/11/2023 12 p.m. EDT",521923.17,524559.36,519927.17,-154
US48,"9/11/2023 1 p.m. EDT",547412.12,546680.86,543830.12,-437
US48,"9/11/2023 2 p.m. EDT",569308,567049.62,565014,-581
US48,"9/11/2023 3 p.m. EDT",587584.19,584576.79,583407.19,-853
US48,"9/11/2023 4 p.m. EDT",601424.68,598520.43,596901.68,-888
US48,"9/11/2023 5 p.m. EDT",610527.64,608438.96,606354.64,-785
US48,"9/11/2023 6 p.m. EDT",614167.3,611423.29,610563.3,-1153
US48,"9/11/2023 7 p.m. EDT",609509.07,605819.3,605268.07,-2062
US48,"9/11/2023 8 p.m. EDT",598325.35,594820.68,594073.35,-977
US48,"9/11/2023 9 p.m. EDT",586148.68,578932.54,582203.68,-61
US48,"9/11/2023 10 p.m. EDT",562784.27,554016.19,557897.27,530
US48,"9/11/2023 11 p.m. EDT",531913.54,522637.6,526796.54,452
US48,"9/12/2023 12 a.m. EDT",501142.15,490828.74,495649.14,1221
US48,"9/12/2023 1 a.m. EDT",471031.4,462703.07,466599.4,2250
US48,"9/12/2023 2 a.m. EDT",446616.54,439124.83,441269.54,2382
US48,"9/12/2023 3 a.m. EDT",428056.97,417661.53,423261.97,2701
US48,"9/12/2023 4 a.m. EDT",415199.54,409038.19,410926.54,2201
US48,"9/12/2023 5 a.m. EDT",410161.37,406472.01,405940.37,1547
US48,"9/12/2023 6 a.m. EDT",415456.4,415143.85,411251.39,1445
US48,"9/12/2023 7 a.m. EDT",431134.92,431210.28,427088.92,694
US48,"9/12/2023 8 a.m. EDT",448049.45,446681.09,442306.44,-720
US48,"9/12/2023 9 a.m. EDT",460252.04,461160.25,455751.03,-219
US48,"9/12/2023 10 a.m. EDT",474984.64,479103.9,471053.64,-231
US48,"9/12/2023 11 a.m. EDT",494621.63,498512.69,490892.63,-88
US48,"9/12/2023 12 p.m. EDT",516109.33,518985.47,512877.32,-266
US48,"9/12/2023 1 p.m. EDT",536956.3,538304.44,532598.3,-86
US48,"9/12/2023 2 p.m. EDT",555803.92,555496.48,548980.92,-731
US48,"9/12/2023 3 p.m. EDT",568304.53,568893.5,562867.53,-1277
US48,"9/12/2023 4 p.m. EDT",579824.08,579715.76,574620.08,-1248
US48,"9/12/2023 5 p.m. EDT",588811.57,587625.72,584185.57,-802
US48,"9/12/2023 6 p.m. EDT",593301,590038.25,589516,-765
US48,"9/12/2023 7 p.m. EDT",587471.31,586132.98,584101.31,-544
US48,"9/12/2023 8 p.m. EDT",578835.53,576632.28,575322.53,-453
US48,"9/12/2023 9 p.m. EDT",569105.5,562769.51,564851.5,-271
US48,"9/12/2023 10 p.m. EDT",549379.98,539717.61,544936.98,696
US48,"9/12/2023 11 p.m. EDT",521367.56,510634.66,517008.56,1418
US48,"9/13/2023 12 a.m. EDT",491334.69,480456.62,487906.69,3270
US48,"9/13/2023 1 a.m. EDT",463246.69,453116.57,460173.69,3366
US48,"9/13/2023 2 a.m. EDT",441607.9,431169.6,438290.9,3226
US48,"9/13/2023 3 a.m. EDT",423874.68,411182.01,419973.68,3046
US48,"9/13/2023 4 a.m. EDT",411983.19,402502.77,408441.19,2826
US48,"9/13/2023 5 a.m. EDT",406679.67,400885.25,403175.67,2135
US48,"9/13/2023 6 a.m. EDT",411746.05,409615.23,408231.04,1726
US48,"9/13/2023 7 a.m. EDT",427462.68,425912.61,423875.68,1569
US48,"9/13/2023 8 a.m. EDT",442337.71,440630.76,438248.71,71
US48,"9/13/2023 9 a.m. EDT",453854.74,454194.22,449485.74,-718
US48,"9/13/2023 10 a.m. EDT",468001.4,470138.37,464236.4,-1436
US48,"9/13/2023 11 a.m. EDT",484268.1,487027.79,480672.1,-998
US48,"9/13/2023 12 p.m. EDT",503245.08,504147.26,499305.08,-1112
US48,"9/13/2023 1 p.m. EDT",521883.43,520506.23,517313.43,-763
US48,"9/13/2023 2 p.m. EDT",537995.38,535550.77,533089.38,-1657
US48,"9/13/2023 3 p.m. EDT",550949.27,547916.96,546458.27,-1305
US48,"9/13/2023 4 p.m. EDT",562063.7,558502.56,558163.7,-1327
US48,"9/13/2023 5 p.m. EDT",570919.6,566373.67,567057.6,-1456
US48,"9/13/2023 6 p.m. EDT",574644.16,568975.9,570729.16,-2189
US48,"9/13/2023 7 p.m. EDT",570230.59,565027.68,566365.59,-2191
US48,"9/13/2023 8 p.m. EDT",560771.7,556832.96,557285.7,-2591
US48,"9/13/2023 9 p.m. EDT",552723.16,544416.57,548627.16,-2485
US48,"9/13/2023 10 p.m. EDT",535321.29,523031.56,530181.28,-1868
US48,"9/13/2023 11 p.m. EDT",508809.38,495249.54,503192.37,-1327
US48,"9/14/2023 12 a.m. EDT",479380.79,466316.13,475379.78,1296
US48,"9/14/2023 1 a.m. EDT",451086.27,441345.2,447438.26,1898
US48,"9/14/2023 2 a.m. EDT",429337.44,419158.3,425430.44,1863
US48,"9/14/2023 3 a.m. EDT",411621.74,399753.16,407893.73,1938
US48,"9/14/2023 4 a.m. EDT",400222.02,392479.31,397420.01,2369
US48,"9/14/2023 5 a.m. EDT",394808.26,390877.21,392372.26,2250
US48,"9/14/2023 6 a.m. EDT",400092.47,399150.71,398724.47,2270
US48,"9/14/2023 7 a.m. EDT",416203.14,414683.32,413021.13,956
US48,"9/14/2023 8 a.m. EDT",431418.8,429257.26,427968.79,-208
US48,"9/14/2023 9 a.m. EDT",442416.18,442461.03,440278.18,-184
US48,"9/14/2023 10 a.m. EDT",454639.61,455766.97,452830.61,-223
US48,"9/14/2023 11 a.m. EDT",469137.06,470998.85,466619.05,-24
US48,"9/14/2023 12 p.m. EDT",485184.04,486825.63,482596.04,-169
US48,"9/14/2023 1 p.m. EDT",501487.76,502590.67,497875.76,-823
US48,"9/14/2023 2 p.m. EDT",518520.7,518078.88,513906.7,-1451
US48,"9/14/2023 3 p.m. EDT",530676.58,531226.78,525479.58,-929
US48,"9/14/2023 4 p.m. EDT",541059.65,542664.05,536678.65,-839
US48,"9/14/2023 5 p.m. EDT",550361.94,551498.22,546792.95,-859
US48,"9/14/2023 6 p.m. EDT",555487.52,554972.67,552791.52,-1436
US48,"9/14/2023 7 p.m. EDT",552265.61,551645.09,550232.6,-1561
US48,"9/14/2023 8 p.m. EDT",544655.67,544582.7,541778.67,-1445
US48,"9/14/2023 9 p.m. EDT",537852.11,533307.17,534147.11,-1409
US48,"9/14/2023 10 p.m. EDT",521080.65,513044.84,515079.65,-1963
US48,"9/14/2023 11 p.m. EDT",495890.75,486297.78,489194.75,-2265
US48,"9/15/2023 12 a.m. EDT",468518.58,458192.32,463308.58,-105
US48,"9/15/2023 1 a.m. EDT",441272.67,431908.58,436780.67,434
US48,"9/15/2023 2 a.m. EDT",418983.68,408726,415593.67,1969
US48,"9/15/2023 3 a.m. EDT",401164.5,393398.32,398235.5,2450
US48,"9/15/2023 4 a.m. EDT",390588.51,383652.46,388022.51,2452
US48,"9/15/2023 5 a.m. EDT",386066.49,381108.25,384292.48,2433
US48,"9/15/2023 6 a.m. EDT",390819.43,388926.87,389113.43,2238
US48,"9/15/2023 7 a.m. EDT",405720.2,404031.32,402971.2,1019
US48,"9/15/2023 8 a.m. EDT",419951.84,418074.63,416244.84,-242
US48,"9/15/2023 9 a.m. EDT",430383.33,430826.17,427756.33,365
US48,"9/15/2023 10 a.m. EDT",442155.57,445192.28,440136.57,-91
US48,"9/15/2023 11 a.m. EDT",455644.62,459244.3,453350.62,-203
US48,"9/15/2023 12 p.m. EDT",474933.08,473765.91,471976.08,-1046
US48,"9/15/2023 1 p.m. EDT",486279.37,489398.63,482522.37,-1132
